1000,1992,1000,1992
1000,2007,1000,2007
1000,1939,1000,1939
1000,2075,1000,2075
1000,1992,1000,1992
1000,2087,1000,2087
1000,2130,1000,2130
1000,2102,1000,2102
1000,2047,1000,2047
1000,2147,1000,2147
1000,2053,1000,2053
1000,1977,1000,1977
1000,2064,1000,2064
1000,2097,1000,2097
1000,2081,1000,2081
1000,1865,1000,1865
1000,1870,1000,1870
1000,1957,1000,1957
1000,1939,1000,1939
1000,1925,1000,1925
1000,2145,1000,2145
1000,1906,1000,1906
1000,2064,1000,2064
1000,1766,1000,1766
1000,1838,1000,1838
1000,2027,1000,2027
1000,1783,1000,1783
1000,1913,1000,1913
1000,2116,1000,2116
1000,2077,1000,2077
1000,2053,1000,2053
1000,1998,1000,1998
1000,2068,1000,2068
1000,1937,1000,1937
1000,1988,1000,1988
1000,1986,1000,1986
1000,2029,1000,2029
1000,1932,1000,1932
1000,1994,1000,1994
1000,1991,1000,1991
1000,1887,1000,1887
1000,1872,1000,1872
1000,1906,1000,1906
1000,1998,1000,1998
1000,2059,1000,2059
1000,2109,1000,2109
1000,1903,1000,1903
1000,2031,1000,2031
1000,2010,1000,2010
1000,1909,1000,1909
1000,1998,1000,1998
1000,1972,1000,1972
1000,1975,1000,1975
1000,1999,1000,1999
1000,2089,1000,2089
1000,2006,1000,2006
1000,1723,1000,1723
1000,1927,1000,1927
1000,1921,1000,1921
1000,2076,1000,2076
1000,1923,1000,1923
1000,2082,1000,2082
1000,2054,1000,2054
1000,1895,1000,1895
1000,1884,1000,1884
1000,1948,1000,1948
1000,2080,1000,2080
1000,1820,1000,1820
1000,1985,1000,1985
1000,2207,1000,2207
1000,2070,1000,2070
1000,2023,1000,2023
1000,2045,1000,2045
1000,1935,1000,1935
1000,2000,1000,2000
1000,2164,1000,2164
1000,1972,1000,1972
1000,2022,1000,2022
1000,2048,1000,2048
1000,1897,1000,1897
1000,2046,1000,2046
1000,2091,1000,2091
1000,1859,1000,1859
1000,1922,1000,1922
1000,1993,1000,1993
1000,2047,1000,2047
1000,2038,1000,2038
1000,1879,1000,1879
1000,1948,1000,1948
1000,1929,1000,1929
1000,1937,1000,1937
1000,1966,1000,1966
1000,1984,1000,1984
1000,1877,1000,1877
1000,2006,1000,2006
1000,2029,1000,2029
1000,2119,1000,2119
1000,2063,1000,2063
1000,1911,1000,1911
1000,2132,1000,2132
1000,1982,1000,1982
1000,2057,1000,2057
1000,2101,1000,2101
1000,2082,1000,2082
1000,2008,1000,2008
1000,2099,1000,2099
1000,2117,1000,2117
1000,2043,1000,2043
1000,2086,1000,2086
1000,2043,1000,2043
1000,2006,1000,2006
1000,1935,1000,1935
1000,1957,1000,1957
1000,2013,1000,2013
1000,2002,1000,2002
1000,1985,1000,1985
1000,2040,1000,2040
1000,1951,1000,1951
1000,2055,1000,2055
1000,2002,1000,2002
1000,1911,1000,1911
1000,1981,1000,1981
1000,2012,1000,2012
1000,2093,1000,2093
1000,2091,1000,2091
1000,2166,1000,2166
1000,2001,1000,2001
1000,2071,1000,2071
1000,2011,1000,2011
1000,2044,1000,2044
1000,2039,1000,2039
1000,2027,1000,2027
1000,2001,1000,2001
1000,1783,1000,1783
1000,2058,1000,2058
1000,2109,1000,2109
1000,1989,1000,1989
1000,1991,1000,1991
1000,1971,1000,1971
1000,2071,1000,2071
1000,2327,1000,2327
1000,1980,1000,1980
1000,1996,1000,1996
1000,1868,1000,1868
1000,1773,1000,1773
1000,1893,1000,1893
1000,1989,1000,1989
1000,2003,1000,2003
1000,2017,1000,2017
1000,2035,1000,2035
1000,1949,1000,1949
1000,1993,1000,1993
1000,2167,1000,2167
1000,1989,1000,1989
1000,2039,1000,2039
1000,2018,1000,2018
1000,2212,1000,2212
1000,1900,1000,1900
